CODE_COUNTRY,VAL
GNB,20.793483516320023
DMA,66.82204137107405
NOR,1.0996266509101096E12
NPL,13721.792558422372
GUY,19.22617379688391
KEN,500.0874659391918
UGA,631.4275051693726
KGZ,3856.9846481560476
KHM,56.24323195762006
ALB,1626.231461049496
ARM,226.85600451772186
DZA,2266.441455918207
USA,7.33204075935638E68
KOR,3180619.1721380358
ARG,101.22340081672417
ASM,17.308860398367667
AUT,123.59012578372902
HKG,249.96961582962382
AUS,1.1680551633605342E12
KWT,535.1500684838588
UZB,520495.76657614845
ROU,1968.455055543861
HND,52.03147057012807
ECU,1879.4697926648864
KAZ,297.6057013090241
AZE,341.35745196288747
SRB,1.0741136619321471E8
HRV,80.51929604566352
EGY,9707.174902032932
VAT,83.17569485802717
HTI,183.29407042840916
VCT,98.65565009314771
HUN,472.4560841626143
LBN,1773.9800264462751
VEN,200.58113190319034
BGD,1599.884836293569
VIR,37.37957961004536
BEL,477.52053352223345
MYT,31.895563661020827
BFA,36.64785045149701
BGR,317.3809246490738
BHR,8217.486946136678
SAU,307.56561695810825
LKA,342.49371929948705
ETH,682.3931468125616
SWE,44543.898091411334
IDN,87226.57032957849
IRL,2.7712428326323528E14
BOL,228.9123920930247
LBR,36.80672112640807
SJM,16.889040720944596
LSO,17.685918469240747
BES,38.2889803706065
ZAF,1733.7202139219733
BRA,4.328002012222607E23
SVK,83.15659039421107
PAN,1.3981061707234161E10
BHS,37.263802264792986
LVA,313.647432235312
ISR,4.958035091346434E25
BWA,32.9229214287805
PER,3080.2685490484705
IND,3.8271235714508336E13
BLR,138.0911335276916
PNG,60.96578786662234
PHL,588.6533176242687
BLZ,63.59542714151314
SSD,281.0329518518605
ITA,764891.2611688204
PAK,1096.1988512464368
SLV,88.44532751247131
POL,1.4413527552696323E26
CAN,4.46135118096408E69
MDA,44.30691493381354
SWZ,145.9981743611431
MNE,23.55163374124915
COD,70.15007824246011
PRI,5302.955184258534
CAF,46.69125327254353
MHL,21.188422094914426
FRA,1.6364168942520948E7
ZWE,136.12297502402058
MKD,158.06866419973417
MLI,5484.493443787715
TCD,249.03786514010207
MMR,1127.1886616830727
CHL,4146.258930385324
CMR,51.61107556026507
TGO,33.73441267693346
CHN,96034.96143386111
JEY,530.9105230341574
THA,4.977479304910066E12
MTQ,17.656194095803276
COL,5976.659445395465
MRT,65.19742215290339
TKL,72.20293087791421
MLT,2240.931815617832
TLS,151.0629809704713
TKM,1434.607970590091
TUN,79.83089151347438
MWI,830.3215175365691
CUB,603.9620547687214
TON,500.4056029786085
CPV,21.419163999805182
GBR,5.843445097529761E10
MEX,1.2483599042910755E14
MYS,1.3702780874487752E8
MOZ,50.38137846856747
CXR,10.155755763244132
JOR,4463.679719926287
JPN,61260.703059229265
CZE,275.25452650679296
TTO,24.027134421898786
GGY,107.33563225247838
NAM,93.37616651728916
TWN,232.9355221232167
GRL,35.6992011233025
TZA,2319.0145022701754
NER,84.09282665798818
GIN,35.00567245713321
NGA,1041.3126317799904
DEU,438316.8877034182
GNQ,85.83008239449732
GRC,6.036309901073399E12
UKR,342.0406200094748
GTM,32.679180451394345
GUM,105.15837276304741
