CODE_COUNTRY,VAL
DOM,57.97118600347896
ARE,36154.2203045855
ATG,172.0732011927251
KIR,17.07054557696535
COM,24.555920583212306
REU,269.00791618581894
KNA,13.13043098334105
NZL,12703.385808044932
AGO,107.703622977306
URY,390.9262866747367
ABW,12.751032562796563
CYM,159.24658012774867
EST,262.56780940448033
RWA,224.80044044121018
LAO,276.9934632291249
OMN,290.1465405265408
LCA,76.21989209737637
BRB,27.200315263563486
VGB,13.545180686366901
LIE,453.17890857307157
ESP,212.71276018813663
SLB,21.07308930190863
BEN,152.2834578166331
VNM,84.56797268982481
SYC,16.41591567311671
BMU,25.661335965704133
SGP,752.231300116293
BRN,129.6004036979444
SHN,18.51606299594985
SVN,11537.131206604043
VUT,19.85412169042
LTU,225.17626053652447
LUX,162.6464834128603
SLE,52.11723577588042
BTN,29.875455867276635
IMN,20.679040693701243
PYF,73.7508302233315
SUR,15.413427728272156
STP,19.307191645174143
ISL,49.57289469064297
FIN,148.11609130409872
ZMB,93.2959142391617
FJI,85.94489461770375
MAR,207.7794774582105
PCN,9.01231256285493
WLF,15.455022068966544
FSM,254.94946342589665
FRO,20.91045338938505
MDG,21.542769149390352
PRT,193.55945461717747
CHE,10769.982517537259
PLW,19.51284006793759
COK,95.47909631125411
PRY,289412.9192549536
MNG,148.10993323086515
MAC,58.9953648697881
MNP,23.758559908881335
WSM,43.14646163745427
TJK,277.3297613106779
CRI,77.16173535789534
QAT,731.7969632264216
MUS,33.6288710121628
MDV,887.0104045826125
GAB,137.00620169815542
JAM,274.2209772461885
GRD,79.59055101841523
GEO,61.09108911716072
CYP,1763.1294853833353
GUF,18.344502584439308
GHA,5317.110658551736
TUV,23.43270797435719
GIB,11.38207021933692
NCL,25.84732850314359
NFK,12.79799882704763
GLP,42.77561158362679
NIC,16.965263041594714
DJI,247.38253183356002
NLD,3386.5029871432334
DNK,95.60595200098513
