CODE_COUNTRY,ADJ_TONE,VAL
ZMB,1.5632920141928943,93.2959142391617
FJI,1.5716880463162675,85.94489461770375
MAR,1.5059828257707288,207.7794774582105
POL,1.4199445007267761,1.4413527552696323e+26
FLK,1.8920454545454546,14.066616064595188
SPM,2.0,8.69824
SYR,1.136623327680422,3.0501989722182655e+38
CAN,1.4532658507147438,4.46135118096408e+69
PCN,1.669172932330827,9.01231256285493
MCO,1.788888888888889,10.060986698302015
WLF,1.7027027027027026,15.455022068966544
MDA,1.4468036267646047,44.30691493381354
SWZ,1.392398934882595,145.9981743611431
FSM,1.688,254.94946342589665
MNE,1.438213399503722,23.55163374124915
COD,1.3057312252964426,70.15007824246011
FRO,1.6328502415458936,20.91045338938505
PRI,1.32099460851372,5302.955184258534
MDG,1.580892857142857,21.542769149390352
CAF,1.2994186046511629,46.69125327254353
