CODE_COUNTRY,VAL
GNB,1.2087052693471618
DMA,1.236314363883428
NOR,1.2401997899555812
NPL,1.2094253847610572
GUY,1.2138048634653997
KEN,1.2424817183606398
UGA,1.2304279522603354
AND,1.089453553102387
DOM,1.1869079364760642
NRU,1.223198695288373
KGZ,1.2181312767323293
KHM,1.2164323163074466
AFG,1.2509674955572412
COM,1.1290854785187316
ALB,1.242936916320703
ARM,1.2159391350889988
PRK,1.2537979757087327
DZA,1.2048553151894208
AGO,1.2224503415755659
USA,1.2380316914327925
KOR,1.2337562415252132
ARG,1.2374762525303866
AUT,1.2031564630910585
HKG,1.2349275400195556
AUS,1.2551181740287287
YEM,1.191655696488569
KWT,1.2004347294376478
UZB,1.1924367135885872
ROU,1.2385681719310908
ABW,1.2395988368707984
HND,1.2189736389735355
ECU,1.2209586182106689
KAZ,1.2265689064924779
ALA,1.308641975308642
AZE,1.1871805462417047
SRB,1.2062825485584279
HRV,1.2311369178881808
EGY,1.2055934183523493
RUS,1.2665937881582559
VAT,1.2658808717133938
ESH,1.2050187373308308
HTI,1.229359693605551
VCT,1.2741344734109896
HUN,1.2216967331671724
RWA,1.2241631228834036
LAO,1.2468659841547278
LBN,1.2206161796421895
LCA,1.2362915559624823
VEN,1.213359931232322
BIH,1.1949507552526057
BRB,1.2457263863052734
VGB,1.1757583008718973
BGD,1.24561413220004
VIR,1.2375380124913389
BEL,1.2558141863506875
MYT,1.2662163508067605
BFA,1.2441978647078662
BGR,1.2126684366343898
ERI,1.2657818461710701
LIE,1.2809263077458397
ESP,1.2313735189805044
BHR,1.1912060210782982
SAU,1.2174009843165345
BDI,1.2385524743730412
LKA,1.2246765395324781
SLB,1.2626941000006109
ETH,1.2444926314110452
SDN,1.1863781836708787
SWE,1.2394880196502887
IDN,1.2204409820175768
IRL,1.2497754975806334
BOL,1.2488196473905617
SHN,1.308641975308642
LBR,1.2314805878710995
SJM,1.1805674299151776
LSO,1.2281419895390489
ZAF,1.250702169888911
LTU,1.2425774256103153
BRA,1.2298825693318656
SVK,1.2307051574139976
PAN,1.2544427204249766
BHS,1.255218420842874
LUX,1.2424530084005798
SLE,1.252957133361237
LVA,1.243266956444345
ISR,1.2372947484651569
SEN,1.224554826982547
SOM,1.201115120964421
LBY,1.1951380339400788
BWA,1.2554329719972441
PER,1.2286115908468915
IND,1.234353652870289
PYF,1.3311978922683247
BLR,1.204013830896516
SUR,1.1885203648555671
PNG,1.239446041759408
IRQ,1.181441395644405
PHL,1.2414794296274987
BLZ,1.2278622824178784
SSD,1.2892554815578088
IRN,1.1961114637874246
ITA,1.2392387695712255
PAK,1.2340462522460958
SLV,1.1912828816598506
FJI,1.2463038190588667
MAR,1.2033996647877057
POL,1.2413764852031575
SPM,1.308641975308642
SYR,1.210140568348506
CAN,1.2420491825476536
PCN,1.200671382147782
MCO,1.384014775989919
SWZ,1.2548567199754246
MNE,1.2358648239220087
COD,1.2598876211451009
FRO,1.1823345940596919
PRI,1.1921952179864213
MDG,1.2704064897299083
CAF,1.2948189548202715
PSE,1.2217546399114012
MHL,1.3026214512721939
PRT,1.2368848033406792
COG,1.2481301250698842
FRA,1.2418514709742379
CHE,1.231966158673067
ZWE,1.246404348191751
CIV,1.2533324722163859
MLI,1.2234595382165578
TCD,1.2387592504799463
MMR,1.247825866036488
PRY,1.2684782039820528
CHL,1.2348843797093296
CMR,1.2287841912830992
CHN,1.250282715943266
JEY,1.2431151364647466
THA,1.2256486483889995
MTQ,1.2605567052754418
COL,1.2309009127479753
MRT,1.2369328437419347
TJK,1.2026335759557898
TKL,1.0952598689224204
MLT,1.2727835558741398
TLS,1.2361029546055062
TKM,1.1698916239774129
TUN,1.2353122517894704
MWI,1.2483161297024514
CUB,1.2223699558141128
TON,1.2556951216139294
CPV,1.293205727837069
GBR,1.2495020048585512
JAM,1.2365314090765915
MEX,1.2317499736439839
MYS,1.2295346022478475
MOZ,1.2458408310035678
GRD,1.2354111640950303
CXR,1.1294044563361836
JOR,1.2184839112076673
GEO,1.27042064576587
TUR,1.2152900477047457
CZE,1.2652275508590136
TTO,1.2679230830987795
GGY,1.2904802537553257
GIB,1.2702837496815553
NAM,1.2322867359328322
NCL,1.297692675274034
GRL,1.2710603478917055
GMB,1.231880128539828
TZA,1.2112788570881918
NER,1.2255514151989395
GIN,1.2693161753079858
NGA,1.2405953515772565
DEU,1.2518616660482134
GNQ,1.2063061684277414
GRC,1.2272915350922586
NIC,1.2323961933273417
UKR,1.2802560383218655
GTM,1.201490482337559
DJI,1.2016767410094407
GUM,1.2420360094760916
NLD,1.2139069906747806
