CODE_COUNTRY,VAL
GNB,1.0065698693906093
DMA,1.0100986997614632
NOR,1.0065982115903906
NPL,1.0075614005892979
GUY,1.0052265689169437
KEN,1.006478778843494
UGA,1.0054002946428908
DOM,1.0067117969415595
NRU,1.0079287322705404
KGZ,1.0055821309431547
ARE,1.0062861090081503
KHM,1.006556646619728
AFG,1.0042992258325414
ATG,1.00492277782786
COM,1.00784544138089
ALB,1.008766772633282
ARM,1.0052304890891248
NZL,1.0069369884567125
PRK,1.0088801286768543
DZA,1.0070165695357878
AGO,1.007594916080543
USA,1.0068800374710143
KOR,1.0090396522611735
ARG,1.0074573267581757
ASM,1.004034363187666
AUT,1.0073410074724984
HKG,1.0087892276475505
AUS,1.0062669369927104
URY,1.0057472351032684
YEM,1.004661185466215
KWT,1.0060087198595167
UZB,1.0051250737055197
ROU,1.014688582635791
ABW,1.0055896207111645
HND,1.0050863500879228
ECU,1.0068903772984636
KAZ,1.0088681820538454
ALA,1.0028007538972583
EST,1.0104676665292356
AZE,1.00500679082788
SRB,1.0077805336008139
HRV,1.0059455250135427
EGY,1.0065144821091723
RUS,1.0074959548718916
ESH,1.0069766355929999
HTI,1.007495029060045
VCT,1.0050178478484912
HUN,1.0045643201996146
RWA,1.0049253958890438
LAO,1.0072474675442038
OMN,1.0057072172253496
LBN,1.0059134469581412
LCA,1.0037950303630103
VEN,1.0088477042360613
BIH,1.0068910282387937
BRB,1.0045504623446384
BGD,1.005568715251229
BEL,1.006269278509198
MYT,1.0028007538972583
BFA,1.0056556434615238
BGR,1.0092465067484893
ERI,1.005249411245264
LIE,1.0043691760797229
ESP,1.0070945706713574
BHR,1.008444374947882
SAU,1.0052404429883872
BDI,1.0053857625915887
LKA,1.0078688804930613
SLB,1.0050829075037586
ETH,1.0072300700381265
BEN,1.0060874649017117
VNM,1.006332260698443
SDN,1.005933132187738
SWE,1.0062314800616894
BMU,1.0090290777980016
IDN,1.0081828460891409
IRL,1.0068103029977478
BOL,1.004880368055208
SHN,1.0058081411931588
SVN,1.0080167031429514
LBR,1.0062815345329121
LSO,1.0069515603476877
BES,1.0028007538972583
ZAF,1.0061614063884499
LTU,1.0102372229083496
BRA,1.0050209042038465
SVK,1.0064662365346058
PAN,1.0067564495053247
BHS,1.0060839785089093
SLE,1.0063853385050474
BTN,1.0060662531669118
LVA,1.0093867235966423
ISR,1.0068147248379977
SEN,1.0083944263576463
SOM,1.0047040773096867
LBY,1.0053515376016362
BWA,1.0055306540270124
PER,1.0060634358011211
IND,1.0083820079422499
PYF,1.0078874033970446
BLR,1.0082839815438593
SUR,1.0044632660187396
PNG,1.0066010974835289
IRQ,1.0052579746656973
PHL,1.0061235564239728
BLZ,1.0046823515095147
SSD,1.0045572983824493
STP,1.004953692318543
IRN,1.0082528916185418
ISL,1.005204075786603
FIN,1.0069530630776353
ITA,1.0059729744872725
PAK,1.0062739083474002
SLV,1.004506728080291
ZMB,1.0067396884975959
FJI,1.0055836835020207
MAR,1.0074619395478945
POL,1.0081086028513577
SYR,1.0052939569065236
CAN,1.005782181629519
PCN,1.005041357015065
MDA,1.0112025260402984
SWZ,1.0054387817553305
MNE,1.0069845644586342
COD,1.0051767032391405
PRI,1.005096709775414
MDG,1.0051703494562085
CAF,1.0054149909436372
PSE,1.006008027477067
MHL,1.0073747940537956
PRT,1.0064215637992522
COG,1.0054128646619485
FRA,1.006647549507835
CHE,1.007831830735046
ZWE,1.0078931871804369
CIV,1.0068733107790124
MKD,1.0088267910380502
MLI,1.0054487995840937
TCA,1.0028007538972583
COK,1.0068284046860598
TCD,1.0050021104433762
MMR,1.005326624614071
PRY,1.0046453148088712
CHL,1.0049909793977299
MNG,1.009363420636952
MAC,1.0113611346307865
CMR,1.0067261916269912
TGO,1.0064664715981109
CHN,1.0079551065117505
JEY,1.0060552515622516
MNP,1.0028007538972583
THA,1.0063147741114205
MTQ,1.0079738111737238
COL,1.0059384851491482
MRT,1.012176907216236
TJK,1.0056428162590163
CRI,1.006344038207233
TKL,1.0044822177700008
MLT,1.0074777739725338
QAT,1.0075523707278515
TLS,1.0099709410140105
TKM,1.0108000935282804
MDV,1.0083337192193607
TUN,1.0057141327917218
MWI,1.0063763189175314
CUB,1.0069663931600623
TON,1.00506403272648
CPV,1.0086763407522958
GBR,1.0073211405485545
JAM,1.0050061758230806
MEX,1.0062026615494772
MYS,1.0075652805797517
MOZ,1.0049165796094819
GRD,1.0077882071625999
CXR,1.0028007538972583
JOR,1.0060454007786017
JPN,1.007745185763808
GEO,1.0091657170773354
TUR,1.005139466204172
CZE,1.008427703556379
TTO,1.00490402164422
GGY,1.0067909565492579
GHA,1.0076512673025968
TUV,1.005145080232767
NAM,1.0053347401167847
TWN,1.0102797468317055
NCL,1.0055949144284422
GRL,1.0040370008896506
GMB,1.0090504615587652
TZA,1.0078156401768286
NER,1.0057730430555067
GIN,1.0057365297388687
NGA,1.0064191879827546
DEU,1.00659900801665
GNQ,1.0070915757148204
GRC,1.0064726366905947
UKR,1.0053909288584189
DJI,1.0077598198590076
NLD,1.0067083075030363
DNK,1.0072777255261662
